region,district,settlement,settlement_type,latitude,longitude,landscape,atlas_system,question_type,question_id,question,linguistic_unit_1,linguistic_unit_2,linguistic_unit_3,comment,source,year
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[h] придыхательный,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,аканье,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ат/-ят,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня имеется,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,поляна,прогалина,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,проливень,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,хата,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Алнашский район,Алнаши,село,56.1874,52.4786,южная сельская зона,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,сорожка,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[ɣ] фрикативный,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,смешанный тип,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ут/-ют,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у мене есть,у меня имеется,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,ляда,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,косохлёст,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,изба,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Удмуртская Республика,Каракулинский район,Каракулино,село,56.0124,53.7151,низовья Камы,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,мелочь,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[ɣ] фрикативный,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,диссимилятивное аканье,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ут/-ют,-ат/-ят,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у мене есть,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,прогалина,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,дождь стеной,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,пятистенок,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Агрызский район,Агрыз,город,56.5233,52.9942,приграничная железнодорожная зона,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,пескарь,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[g] взрывной,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,оканье,аканье,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,вариативное окончание,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня есть,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,чистина,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,ливень,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,дом,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Татарстан,Елабужский район,Елабуга,город,55.7567,52.0544,Камская терраса,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,плотвичка,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[h] придыхательный,[g] взрывной,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,диссимилятивное аканье,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ат/-ят,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня имеется,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,прогалина,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,дождь стеной,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,пятистенок,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Вятскополянский район,Вятские Поляны,город,56.2286,51.0615,долина Вятки,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,пескарь,мелочь,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[ɣ] фрикативный,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,оканье,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ут/-ют,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у мене есть,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,чистина,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,ливень,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,дом,хата,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Кировская область,Кильмезский район,Кильмезь,посёлок,56.9437,51.0703,лесная пойма,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,плотвичка,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[g] взрывной,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,диссимилятивное аканье,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,вариативное окончание,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня есть,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,прогалина,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,дождь стеной,косохлёст,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,пятистенок,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Чайковский городской округ,Чайковский,город,56.778,54.1477,Камское водохранилище,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,пескарь,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[h] придыхательный,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,оканье,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ат/-ят,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня имеется,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,чистина,поляна,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,ливень,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,дом,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Пермский край,Куединский округ,Куеда,посёлок,56.4302,55.586,Предуральская равнина,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,плотвичка,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[ɣ] фрикативный,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,диссимилятивное аканье,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,-ут/-ют,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у мене есть,у меня имеется,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,прогалина,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,дождь стеной,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,пятистенок,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Янаульский район,Янаул,город,56.2647,54.9298,южное Предуралье,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,пескарь,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ДАРЯ,ДАРЯ: фонетика,D-FON-01,Произношение согласного /г/ в интервокальной позиции,[g] взрывной,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ДАРЯ,ДАРЯ: фонетика,D-FON-02,Тип безударного вокализма после твёрдых согласных,оканье,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ДАРЯ,ДАРЯ: морфология,D-MOR-01,Окончание 3 л. мн. ч. настоящего времени,вариативное окончание,-ут/-ют,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ДАРЯ,ДАРЯ: синтаксис,D-SYN-01,Конструкция выражения обладания,у меня есть,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-01,Название открытого места в лесу,чистина,,,возможна смешанная традиция из-за миграций,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ЛАРНГ,ЛАРНГ: лексика / природа,L-NAT-02,Название сильного дождя,ливень,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ЛАРНГ,ЛАРНГ: лексика / материальная культура,L-MAT-01,Название традиционного сельского дома,дом,,,форма требует проверки по аудио/анкете,демо-данные для интерфейса; заменить на полевые материалы,2026
Республика Башкортостан,Нефтекамский городской округ,Нефтекамск,город,56.0884,54.2483,лесостепь Прикамья,ЛАРНГ,ЛАРНГ: лексика / животный мир,L-ZOO-01,Название мелкой рыбы,плотвичка,,,вариант отмечен в речи старшего информанта,демо-данные для интерфейса; заменить на полевые материалы,2026
